curr,d,m,y,rate
TJS,11,10,2021,6_33678
INR,11,10,2021,0_951201
EUR,10,10,2021,82_9273
CNY,10,10,2021,11_1281
KZT,10,10,2021,0_168558
RUB,10,10,2021,1
BYN,10,10,2021,29_0206
GBP,10,10,2021,97_6918
UZS,10,10,2021,0_00670738
UAH,10,10,2021,2_71744
TRY,10,10,2021,8_00104
MDL,10,10,2021,4_12064
HUF,10,10,2021,0_229049
CHF,10,10,2021,77_3203
CZK,10,10,2021,3_25417
KGS,10,10,2021,0_844509
DKK,10,10,2021,11_1349
TJS,10,10,2021,6_33678
INR,10,10,2021,0_951201
EUR,9,10,2021,83_1248
CNY,9,10,2021,11_1625
KZT,9,10,2021,0_169245
RUB,9,10,2021,1
BYN,9,10,2021,28_933
GBP,9,10,2021,97_8608
UZS,9,10,2021,0_0067418
UAH,9,10,2021,2_73155
TRY,9,10,2021,8_04373
MDL,9,10,2021,4_13606
HUF,9,10,2021,0_231202
CHF,9,10,2021,77_3568
CZK,9,10,2021,3_27056
KGS,9,10,2021,0_848726
DKK,9,10,2021,11_172
TJS,9,10,2021,6_35798
INR,9,10,2021,0_959075
EUR,8,10,2021,83_6053
CNY,8,10,2021,11_2128
KZT,8,10,2021,0_169704
RUB,8,10,2021,1
BYN,8,10,2021,29_0186
GBP,8,10,2021,98_1419
UZS,8,10,2021,0_00677398
UAH,8,10,2021,2_74583
TRY,8,10,2021,8_14309
MDL,8,10,2021,4_14825
HUF,8,10,2021,0_233277
CHF,8,10,2021,78_0114
CZK,8,10,2021,3_28899
KGS,8,10,2021,0_852149
DKK,8,10,2021,11_2354
TJS,8,10,2021,6_38987
INR,8,10,2021,0_967145
EUR,7,10,2021,83_9251
CNY,7,10,2021,11_2566
KZT,7,10,2021,0_170568
RUB,7,10,2021,1
BYN,7,10,2021,29_0622
GBP,7,10,2021,98_475
UZS,7,10,2021,0_00678965
UAH,7,10,2021,2_75566
TRY,7,10,2021,8_13098
MDL,7,10,2021,4_15269
HUF,7,10,2021,0_232945
CHF,7,10,2021,78_0219
CZK,7,10,2021,3_30201
KGS,7,10,2021,0_855483
DKK,7,10,2021,11_2759
TJS,7,10,2021,6_40779
INR,7,10,2021,0_970857
EUR,6,10,2021,84_1723
CNY,6,10,2021,11_2567
KZT,6,10,2021,0_17077
RUB,6,10,2021,1
BYN,6,10,2021,28_9892
GBP,6,10,2021,98_8021
UZS,6,10,2021,0_0067963
UAH,6,10,2021,2_74522
TRY,6,10,2021,8_19308
MDL,6,10,2021,4_13614
HUF,6,10,2021,0_235877
CHF,6,10,2021,78_3255
CZK,6,10,2021,3_32091
KGS,6,10,2021,0_855488
DKK,6,10,2021,11_3192
TJS,6,10,2021,6_40782
INR,6,10,2021,0_974631
EUR,5,10,2021,84_6355
CNY,5,10,2021,11_3118
KZT,5,10,2021,0_171324
RUB,5,10,2021,1
BYN,5,10,2021,28_9956
GBP,5,10,2021,98_8046
UZS,5,10,2021,0_00682042
UAH,5,10,2021,2_74526
TRY,5,10,2021,8_22345
MDL,5,10,2021,4_15402
HUF,5,10,2021,0_237804
CHF,5,10,2021,78_4381
CZK,5,10,2021,3_34751
KGS,5,10,2021,0_859693
DKK,5,10,2021,11_3865
TJS,5,10,2021,6_4392
INR,5,10,2021,0_981222
EUR,4,10,2021,84_6355
CNY,4,10,2021,11_3118
KZT,4,10,2021,0_171324
RUB,4,10,2021,1
BYN,4,10,2021,28_9956
GBP,4,10,2021,98_8046
UZS,4,10,2021,0_00682042
UAH,4,10,2021,2_74526
TRY,4,10,2021,8_22345
MDL,4,10,2021,4_15402
HUF,4,10,2021,0_237804
CHF,4,10,2021,78_4381
CZK,4,10,2021,3_34751
KGS,4,10,2021,0_859693
DKK,4,10,2021,11_3865
TJS,4,10,2021,6_4392
INR,4,10,2021,0_981222
EUR,3,10,2021,84_6355
CNY,3,10,2021,11_3118
KZT,3,10,2021,0_171324
RUB,3,10,2021,1
BYN,3,10,2021,28_9956
GBP,3,10,2021,98_8046
UZS,3,10,2021,0_00682042
UAH,3,10,2021,2_74526
TRY,3,10,2021,8_22345
MDL,3,10,2021,4_15402
HUF,3,10,2021,0_237804
CHF,3,10,2021,78_4381
CZK,3,10,2021,3_34751
KGS,3,10,2021,0_859693
DKK,3,10,2021,11_3865
TJS,3,10,2021,6_4392
INR,3,10,2021,0_981222
EUR,2,10,2021,84_4577
CNY,2,10,2021,11_3114
KZT,2,10,2021,0_170997
RUB,2,10,2021,1
BYN,2,10,2021,28_9716
GBP,2,10,2021,98_1742
UZS,2,10,2021,0_00682019
UAH,2,10,2021,2_74216
TRY,2,10,2021,8_21966
MDL,2,10,2021,4_15152
HUF,2,10,2021,0_23509
CHF,2,10,2021,78_2671
CZK,2,10,2021,3_33477
KGS,2,10,2021,0_859648
DKK,2,10,2021,11_3528
TJS,2,10,2021,6_43614
INR,2,10,2021,0_981903
EUR,1,10,2021,84_305
CNY,1,10,2021,11_2442
KZT,1,10,2021,0_170653
RUB,1,10,2021,1
BYN,1,10,2021,29_0065
GBP,1,10,2021,97_6462
UZS,1,10,2021,0_00679619
UAH,1,10,2021,2_72887
TRY,1,10,2021,8_17959
MDL,1,10,2021,4_12865
HUF,1,10,2021,0_233982
CHF,1,10,2021,77_8573
CZK,1,10,2021,3_30397
KGS,1,10,2021,0_856132
DKK,1,10,2021,11_3396
TJS,1,10,2021,6_4106
INR,1,10,2021,0_978708
EUR,30,9,2021,84_8755
CNY,30,9,2021,11_2494
KZT,30,9,2021,0_17092
RUB,30,9,2021,1
BYN,30,9,2021,29_0485
GBP,30,9,2021,98_3726
UZS,30,9,2021,0_00681561
UAH,30,9,2021,2_73823
TRY,30,9,2021,8_21766
MDL,30,9,2021,4_12242
HUF,30,9,2021,0_236171
CHF,30,9,2021,78_3216
CZK,30,9,2021,3_33398
KGS,30,9,2021,0_857753
DKK,30,9,2021,11_4152
TJS,30,9,2021,6_41913
INR,30,9,2021,0_980617
EUR,29,9,2021,84_6752
CNY,29,9,2021,11_2263
KZT,29,9,2021,0_170728
RUB,29,9,2021,1
BYN,29,9,2021,28_9836
GBP,29,9,2021,99_0681
UZS,29,9,2021,0_00679825
UAH,29,9,2021,2_72926
TRY,29,9,2021,8_16691
MDL,29,9,2021,4_09999
HUF,29,9,2021,0_235819
CHF,29,9,2021,78_1424
CZK,29,9,2021,3_32302
KGS,29,9,2021,0_854782
DKK,29,9,2021,11_3885
TJS,29,9,2021,6_39431
INR,29,9,2021,0_979412
EUR,28,9,2021,85_0355
CNY,28,9,2021,11_2449
KZT,28,9,2021,0_171008
RUB,28,9,2021,1
BYN,28,9,2021,29_0622
GBP,28,9,2021,99_4951
UZS,28,9,2021,0_00682262
UAH,28,9,2021,2_72612
TRY,28,9,2021,8_19929
MDL,28,9,2021,4_1098
HUF,28,9,2021,0_237416
CHF,28,9,2021,78_2904
CZK,28,9,2021,3_34398
KGS,28,9,2021,0_85658
DKK,28,9,2021,11_4262
TJS,28,9,2021,6_41035
INR,28,9,2021,0_985906
EUR,27,9,2021,85_0355
CNY,27,9,2021,11_2449
KZT,27,9,2021,0_171008
RUB,27,9,2021,1
BYN,27,9,2021,29_0622
GBP,27,9,2021,99_4951
UZS,27,9,2021,0_00682262
UAH,27,9,2021,2_72612
TRY,27,9,2021,8_19929
MDL,27,9,2021,4_1098
HUF,27,9,2021,0_237416
CHF,27,9,2021,78_2904
CZK,27,9,2021,3_34398
KGS,27,9,2021,0_85658
DKK,27,9,2021,11_4262
TJS,27,9,2021,6_41035
INR,27,9,2021,0_985906
EUR,26,9,2021,85_0355
CNY,26,9,2021,11_2449
KZT,26,9,2021,0_171008
RUB,26,9,2021,1
BYN,26,9,2021,29_0622
GBP,26,9,2021,99_4951
UZS,26,9,2021,0_00682262
UAH,26,9,2021,2_72612
TRY,26,9,2021,8_19929
MDL,26,9,2021,4_1098
HUF,26,9,2021,0_237416
CHF,26,9,2021,78_2904
CZK,26,9,2021,3_34398
KGS,26,9,2021,0_85658
DKK,26,9,2021,11_4262
TJS,26,9,2021,6_41035
INR,26,9,2021,0_985906
EUR,25,9,2021,85_6823
CNY,25,9,2021,11_294
KZT,25,9,2021,0_171683
RUB,25,9,2021,1
BYN,25,9,2021,29_2348
GBP,25,9,2021,100_0722
UZS,25,9,2021,0_00684237
UAH,25,9,2021,2_74396
TRY,25,9,2021,8_28179
MDL,25,9,2021,4_12359
HUF,25,9,2021,0_239981
CHF,25,9,2021,78_9874
CZK,25,9,2021,3_37142
KGS,25,9,2021,0_860669
DKK,25,9,2021,11_5211
TJS,25,9,2021,6_44094
INR,25,9,2021,0_990343
EUR,24,9,2021,85_204
CNY,24,9,2021,11_2584
KZT,24,9,2021,0_171016
RUB,24,9,2021,1
BYN,24,9,2021,29_0747
GBP,24,9,2021,99_4362
UZS,24,9,2021,0_00681002
UAH,24,9,2021,2_74235
TRY,24,9,2021,8_42109
MDL,24,9,2021,4_10873
HUF,24,9,2021,0_240154
CHF,24,9,2021,78_7914
CZK,24,9,2021,3_36719
KGS,24,9,2021,0_857325
DKK,24,9,2021,11_4691
TJS,24,9,2021,6_41592
INR,24,9,2021,0_986965
EUR,23,9,2021,85_4889
CNY,23,9,2021,11_267
KZT,23,9,2021,0_171101
RUB,23,9,2021,1
BYN,23,9,2021,29_0941
GBP,23,9,2021,99_431
UZS,23,9,2021,0_00681885
UAH,23,9,2021,2_73137
TRY,23,9,2021,8_43496
MDL,23,9,2021,4_11755
HUF,23,9,2021,0_241219
CHF,23,9,2021,78_9093
CZK,23,9,2021,3_36173
KGS,23,9,2021,0_859165
DKK,23,9,2021,11_4919
TJS,23,9,2021,6_4297
INR,23,9,2021,0_986139
EUR,22,9,2021,85_8568
CNY,22,9,2021,11_3213
KZT,22,9,2021,0_171726
RUB,22,9,2021,1
BYN,22,9,2021,29_2429
GBP,22,9,2021,100_1687
UZS,22,9,2021,0_00685026
UAH,22,9,2021,2_74123
TRY,22,9,2021,8_48105
MDL,22,9,2021,4_14065
HUF,22,9,2021,0_243212
CHF,22,9,2021,78_9972
CZK,22,9,2021,3_37919
KGS,22,9,2021,0_863025
DKK,22,9,2021,11_5473
TJS,22,9,2021,6_4559
INR,22,9,2021,0_9939
EUR,21,9,2021,85_8785
CNY,21,9,2021,11_3406
KZT,21,9,2021,0_171998
RUB,21,9,2021,1
BYN,21,9,2021,29_5382
GBP,21,9,2021,100_2222
UZS,21,9,2021,0_00687005
UAH,21,9,2021,2_74625
TRY,21,9,2021,8_43026
MDL,21,9,2021,4_15829
HUF,21,9,2021,0_242956
CHF,21,9,2021,78_6988
CZK,21,9,2021,3_38058
KGS,21,9,2021,0_864713
DKK,21,9,2021,11_5468
TJS,21,9,2021,6_46948
INR,21,9,2021,0_995655
EUR,20,9,2021,85_8785
CNY,20,9,2021,11_3406
KZT,20,9,2021,0_171998
RUB,20,9,2021,1
BYN,20,9,2021,29_5382
GBP,20,9,2021,100_2222
UZS,20,9,2021,0_00687005
UAH,20,9,2021,2_74625
TRY,20,9,2021,8_43026
MDL,20,9,2021,4_15829
HUF,20,9,2021,0_242956
CHF,20,9,2021,78_6988
CZK,20,9,2021,3_38058
KGS,20,9,2021,0_864713
DKK,20,9,2021,11_5468
TJS,20,9,2021,6_46948
INR,20,9,2021,0_995655
EUR,19,9,2021,85_8785
CNY,19,9,2021,11_3406
KZT,19,9,2021,0_171998
RUB,19,9,2021,1
BYN,19,9,2021,29_5382
GBP,19,9,2021,100_2222
UZS,19,9,2021,0_00687005
UAH,19,9,2021,2_74625
TRY,19,9,2021,8_43026
MDL,19,9,2021,4_15829
HUF,19,9,2021,0_242956
CHF,19,9,2021,78_6988
CZK,19,9,2021,3_38058
KGS,19,9,2021,0_864713
DKK,19,9,2021,11_5468
TJS,19,9,2021,6_46948
INR,19,9,2021,0_995655
EUR,18,9,2021,85_4614
CNY,18,9,2021,11_2456
KZT,18,9,2021,0_170389
RUB,18,9,2021,1
BYN,18,9,2021,29_2475
GBP,18,9,2021,100_1621
UZS,18,9,2021,0_00679335
UAH,18,9,2021,2_71405
TRY,18,9,2021,8_45168
MDL,18,9,2021,4_11689
HUF,18,9,2021,0_243433
CHF,18,9,2021,78_2996
CZK,18,9,2021,3_37835
KGS,18,9,2021,0_855429
DKK,18,9,2021,11_493
TJS,18,9,2021,6_39889
INR,18,9,2021,0_986677
EUR,17,9,2021,85_3622
CNY,17,9,2021,11_2391
KZT,17,9,2021,0_17029
RUB,17,9,2021,1
BYN,17,9,2021,29_1762
GBP,17,9,2021,100_0805
UZS,17,9,2021,0_00676564
UAH,17,9,2021,2_71597
TRY,17,9,2021,8_57549
MDL,17,9,2021,4_112
HUF,17,9,2021,0_244541
CHF,17,9,2021,78_484
CZK,17,9,2021,3_37242
KGS,17,9,2021,0_853928
DKK,17,9,2021,11_4718
TJS,17,9,2021,6_3902
INR,17,9,2021,0_986287
EUR,16,9,2021,86_0674
CNY,16,9,2021,11_3198
KZT,16,9,2021,0_170754
RUB,16,9,2021,1
BYN,16,9,2021,29_2426
GBP,16,9,2021,100_7762
UZS,16,9,2021,0_00681712
UAH,16,9,2021,2_73558
TRY,16,9,2021,8_63114
MDL,16,9,2021,4_1208
HUF,16,9,2021,0_246172
CHF,16,9,2021,79_2559
CZK,16,9,2021,3_40064
KGS,16,9,2021,0_858836
DKK,16,9,2021,11_5774
TJS,16,9,2021,6_42717
INR,16,9,2021,0_989178
EUR,15,9,2021,85_988
CNY,15,9,2021,11_2857
KZT,15,9,2021,0_170597
RUB,15,9,2021,1
BYN,15,9,2021,29_1276
GBP,15,9,2021,100_8877
UZS,15,9,2021,0_00682681
UAH,15,9,2021,2_73146
TRY,15,9,2021,8_60965
MDL,15,9,2021,4_11995
HUF,15,9,2021,0_245853
CHF,15,9,2021,78_8774
CZK,15,9,2021,3_38566
KGS,15,9,2021,0_857238
DKK,15,9,2021,11_5622
TJS,15,9,2021,6_41527
INR,15,9,2021,0_987635
EUR,14,9,2021,86_115
CNY,14,9,2021,11_323
KZT,14,9,2021,0_171378
RUB,14,9,2021,1
BYN,14,9,2021,29_1834
GBP,14,9,2021,100_973
UZS,14,9,2021,0_00685072
UAH,14,9,2021,2_74081
TRY,14,9,2021,8_63674
MDL,14,9,2021,4_15369
HUF,14,9,2021,0_245892
CHF,14,9,2021,79_3616
CZK,14,9,2021,3_39942
KGS,14,9,2021,0_861564
DKK,14,9,2021,11_5837
TJS,14,9,2021,6_44765
INR,14,9,2021,0_992734
EUR,13,9,2021,86_115
CNY,13,9,2021,11_323
KZT,13,9,2021,0_171378
RUB,13,9,2021,1
BYN,13,9,2021,29_1834
GBP,13,9,2021,100_973
UZS,13,9,2021,0_00685072
UAH,13,9,2021,2_74081
TRY,13,9,2021,8_63674
MDL,13,9,2021,4_15369
HUF,13,9,2021,0_245892
CHF,13,9,2021,79_3616
CZK,13,9,2021,3_39942
KGS,13,9,2021,0_861564
DKK,13,9,2021,11_5837
TJS,13,9,2021,6_44765
INR,13,9,2021,0_992734
EUR,12,9,2021,86_115
CNY,12,9,2021,11_323
KZT,12,9,2021,0_171378
RUB,12,9,2021,1
BYN,12,9,2021,29_1834
GBP,12,9,2021,100_973
UZS,12,9,2021,0_00685072
UAH,12,9,2021,2_74081
TRY,12,9,2021,8_63674
MDL,12,9,2021,4_15369
HUF,12,9,2021,0_245892
CHF,12,9,2021,79_3616
CZK,12,9,2021,3_39942
KGS,12,9,2021,0_861564
DKK,12,9,2021,11_5837
TJS,12,9,2021,6_44765
INR,12,9,2021,0_992734
EUR,11,9,2021,86_1478
CNY,11,9,2021,11_2957
KZT,11,9,2021,0_170638
RUB,11,9,2021,1
BYN,11,9,2021,29_1238
GBP,11,9,2021,100_9982
UZS,11,9,2021,0_00682034
UAH,11,9,2021,2_72685
TRY,11,9,2021,8_64616
MDL,11,9,2021,4_14587
HUF,11,9,2021,0_245463
CHF,11,9,2021,79_4931
CZK,11,9,2021,3_40207
KGS,11,9,2021,0_857744
DKK,11,9,2021,11_5934
TJS,11,9,2021,6_41906
INR,11,9,2021,0_990842
EUR,10,9,2021,86_4677
CNY,10,9,2021,11_3248
KZT,10,9,2021,0_171523
RUB,10,9,2021,1
BYN,10,9,2021,29_0333
GBP,10,9,2021,100_9619
UZS,10,9,2021,0_00684545
UAH,10,9,2021,2_73496
TRY,10,9,2021,8_60837
MDL,10,9,2021,4_1788
HUF,10,9,2021,0_246433
CHF,10,9,2021,79_5486
CZK,10,9,2021,3_40523
KGS,10,9,2021,0_862094
DKK,10,9,2021,11_6336
TJS,10,9,2021,6_45161
INR,10,9,2021,0_993803
EUR,9,9,2021,86_9114
CNY,9,9,2021,11_3651
KZT,9,9,2021,0_171996
RUB,9,9,2021,1
BYN,9,9,2021,29_1495
GBP,9,9,2021,101_0196
UZS,9,9,2021,0_00686681
UAH,9,9,2021,2_74653
TRY,9,9,2021,8_74071
MDL,9,9,2021,4_18951
HUF,9,9,2021,0_248628
CHF,9,9,2021,79_8631
CZK,9,9,2021,3_41957
KGS,9,9,2021,0_866295
DKK,9,9,2021,11_6743
TJS,9,9,2021,6_47923
INR,9,9,2021,0_997258
EUR,8,9,2021,86_8922
CNY,8,9,2021,11_3285
KZT,8,9,2021,0_171669
RUB,8,9,2021,1
BYN,8,9,2021,29_0636
GBP,8,9,2021,101_0986
UZS,8,9,2021,0_00684983
UAH,8,9,2021,2_73686
TRY,8,9,2021,8_80736
MDL,8,9,2021,4_15976
HUF,8,9,2021,0_249841
CHF,8,9,2021,79_9901
CZK,8,9,2021,3_41774
KGS,8,9,2021,0_863332
DKK,8,9,2021,11_6767
TJS,8,9,2021,6_45707
INR,8,9,2021,0_996791
EUR,7,9,2021,86_5743
CNY,7,9,2021,11_304
KZT,7,9,2021,0_171153
RUB,7,9,2021,1
BYN,7,9,2021,29_041
GBP,7,9,2021,101_0045
UZS,7,9,2021,0_00683664
UAH,7,9,2021,2_71977
TRY,7,9,2021,8_79629
MDL,7,9,2021,4_1404
HUF,7,9,2021,0_249163
CHF,7,9,2021,79_7135
CZK,7,9,2021,3_41225
KGS,7,9,2021,0_860536
DKK,7,9,2021,11_6415
TJS,7,9,2021,6_4336
INR,7,9,2021,0_998512
EUR,6,9,2021,86_5743
CNY,6,9,2021,11_304
KZT,6,9,2021,0_171153
RUB,6,9,2021,1
BYN,6,9,2021,29_041
GBP,6,9,2021,101_0045
UZS,6,9,2021,0_00683664
UAH,6,9,2021,2_71977
TRY,6,9,2021,8_79629
MDL,6,9,2021,4_1404
HUF,6,9,2021,0_249163
CHF,6,9,2021,79_7135
CZK,6,9,2021,3_41225
KGS,6,9,2021,0_860536
DKK,6,9,2021,11_6415
TJS,6,9,2021,6_4336
INR,6,9,2021,0_998512
EUR,5,9,2021,86_5743
CNY,5,9,2021,11_304
KZT,5,9,2021,0_171153
RUB,5,9,2021,1
BYN,5,9,2021,29_041
GBP,5,9,2021,101_0045
UZS,5,9,2021,0_00683664
UAH,5,9,2021,2_71977
TRY,5,9,2021,8_79629
MDL,5,9,2021,4_1404
HUF,5,9,2021,0_249163
CHF,5,9,2021,79_7135
CZK,5,9,2021,3_41225
KGS,5,9,2021,0_860536
DKK,5,9,2021,11_6415
TJS,5,9,2021,6_4336
INR,5,9,2021,0_998512
EUR,4,9,2021,86_5366
CNY,4,9,2021,11_2837
KZT,4,9,2021,0_171239
RUB,4,9,2021,1
BYN,4,9,2021,29_0419
GBP,4,9,2021,100_8088
UZS,4,9,2021,0_00682794
UAH,4,9,2021,2_70561
TRY,4,9,2021,8_74814
MDL,4,9,2021,4_13183
HUF,4,9,2021,0_248502
CHF,4,9,2021,79_7357
CZK,4,9,2021,3_40935
KGS,4,9,2021,0_859821
DKK,4,9,2021,11_6387
TJS,4,9,2021,6_42484
INR,4,9,2021,0_995974
EUR,3,9,2021,86_297
CNY,3,9,2021,11_2747
KZT,3,9,2021,0_170905
RUB,3,9,2021,1
BYN,3,9,2021,28_9762
GBP,3,9,2021,100_3861
UZS,3,9,2021,0_00682747
UAH,3,9,2021,2_69542
TRY,3,9,2021,8_79756
MDL,3,9,2021,4_11344
HUF,3,9,2021,0_248339
CHF,3,9,2021,79_5991
CZK,3,9,2021,3_40639
KGS,3,9,2021,0_859757
DKK,3,9,2021,11_6066
TJS,3,9,2021,6_42692
INR,3,9,2021,0_997079
EUR,2,9,2021,86_3949
CNY,2,9,2021,11_3211
KZT,2,9,2021,0_171607
RUB,2,9,2021,1
BYN,2,9,2021,29_1564
GBP,2,9,2021,100_6965
UZS,2,9,2021,0_00685953
UAH,2,9,2021,2_7098
TRY,2,9,2021,8_81981
MDL,2,9,2021,4_1281
HUF,2,9,2021,0_248173
CHF,2,9,2021,79_7637
CZK,2,9,2021,3_39634
KGS,2,9,2021,0_863845
DKK,2,9,2021,11_621
TJS,2,9,2021,6_4571
INR,2,9,2021,1_00136
EUR,1,9,2021,86_666
CNY,1,9,2021,11_3367
KZT,1,9,2021,0_171752
RUB,1,9,2021,1
BYN,1,9,2021,29_2726
GBP,1,9,2021,100_9479
UZS,1,9,2021,0_00687852
UAH,1,9,2021,2_72558
TRY,1,9,2021,8_81976
MDL,1,9,2021,4_15656
HUF,1,9,2021,0_248818
CHF,1,9,2021,80_1291
CZK,1,9,2021,3_39423
KGS,1,9,2021,0_864871
DKK,1,9,2021,11_6542
TJS,1,9,2021,6_46476
INR,1,9,2021,1_00237
EUR,31,8,2021,86_8104
CNY,31,8,2021,11_378
KZT,31,8,2021,0_172184
RUB,31,8,2021,1
BYN,31,8,2021,29_2252
GBP,31,8,2021,101_3119
UZS,31,8,2021,0_00691441
UAH,31,8,2021,2_73949
TRY,31,8,2021,8_83172
MDL,31,8,2021,4_16522
HUF,31,8,2021,0_249177
CHF,31,8,2021,80_4972
CZK,31,8,2021,3_39836
KGS,31,8,2021,0_868368
DKK,31,8,2021,11_6785
TJS,31,8,2021,6_44824
INR,31,8,2021,1_00472
EUR,30,8,2021,86_8104
CNY,30,8,2021,11_378
KZT,30,8,2021,0_172184
RUB,30,8,2021,1
BYN,30,8,2021,29_2252
GBP,30,8,2021,101_3119
UZS,30,8,2021,0_00691441
UAH,30,8,2021,2_73949
TRY,30,8,2021,8_83172
MDL,30,8,2021,4_16522
HUF,30,8,2021,0_249177
CHF,30,8,2021,80_4972
CZK,30,8,2021,3_39836
KGS,30,8,2021,0_868368
DKK,30,8,2021,11_6785
TJS,30,8,2021,6_44824
INR,30,8,2021,1_00472
EUR,29,8,2021,86_8104
CNY,29,8,2021,11_378
KZT,29,8,2021,0_172184
RUB,29,8,2021,1
BYN,29,8,2021,29_2252
GBP,29,8,2021,101_3119
UZS,29,8,2021,0_00691441
UAH,29,8,2021,2_73949
TRY,29,8,2021,8_83172
MDL,29,8,2021,4_16522
HUF,29,8,2021,0_249177
CHF,29,8,2021,80_4972
CZK,29,8,2021,3_39836
KGS,29,8,2021,0_868368
DKK,29,8,2021,11_6785
TJS,29,8,2021,6_44824
INR,29,8,2021,1_00472
EUR,28,8,2021,87_0304
CNY,28,8,2021,11_4177
KZT,28,8,2021,0_173048
RUB,28,8,2021,1
BYN,28,8,2021,29_3807
GBP,28,8,2021,101_369
UZS,28,8,2021,0_00695314
UAH,28,8,2021,2_74816
TRY,28,8,2021,8_82684
MDL,28,8,2021,4_18843
HUF,28,8,2021,0_248211
CHF,28,8,2021,80_6042
CZK,28,8,2021,3_40419
KGS,28,8,2021,0_873233
DKK,28,8,2021,11_6938
TJS,28,8,2021,6_48436
INR,28,8,2021,1_00253
EUR,27,8,2021,87_0576
CNY,27,8,2021,11_4116
KZT,27,8,2021,0_173402
RUB,27,8,2021,1
BYN,27,8,2021,29_4456
GBP,27,8,2021,101_6782
UZS,27,8,2021,0_00694488
UAH,27,8,2021,2_76315
TRY,27,8,2021,8_85174
MDL,27,8,2021,4_18145
HUF,27,8,2021,0_249644
CHF,27,8,2021,80_7055
CZK,27,8,2021,3_40109
KGS,27,8,2021,0_87332
DKK,27,8,2021,11_7006
TJS,27,8,2021,6_48473
INR,27,8,2021,0_996778
EUR,26,8,2021,86_5814
CNY,26,8,2021,11_3899
KZT,26,8,2021,0_173125
RUB,26,8,2021,1
BYN,26,8,2021,29_4206
GBP,26,8,2021,101_3447
UZS,26,8,2021,0_0069344
UAH,26,8,2021,2_76369
TRY,26,8,2021,8_78947
MDL,26,8,2021,4_16626
HUF,26,8,2021,0_249346
CHF,26,8,2021,80_7786
CZK,26,8,2021,3_3975
KGS,26,8,2021,0_870998
DKK,26,8,2021,11_6582
TJS,26,8,2021,6_463
INR,26,8,2021,0_993517
EUR,25,8,2021,86_8058
CNY,25,8,2021,11_4157
KZT,25,8,2021,0_173849
RUB,25,8,2021,1
BYN,25,8,2021,29_509
GBP,25,8,2021,101_3141
UZS,25,8,2021,0_00694911
UAH,25,8,2021,2_77109
TRY,25,8,2021,8_7737
MDL,25,8,2021,4_18605
HUF,25,8,2021,0_248393
CHF,25,8,2021,81_0106
CZK,25,8,2021,3_4
KGS,25,8,2021,0_873955
DKK,25,8,2021,11_6666
TJS,25,8,2021,6_48085
INR,25,8,2021,0_997027
EUR,24,8,2021,86_7838
CNY,24,8,2021,11_4119
KZT,24,8,2021,0_173926
RUB,24,8,2021,1
BYN,24,8,2021,29_4289
GBP,24,8,2021,101_1009
UZS,24,8,2021,0_00696075
UAH,24,8,2021,2_77559
TRY,24,8,2021,8_73911
MDL,24,8,2021,4_19277
HUF,24,8,2021,0_248059
CHF,24,8,2021,80_956
CZK,24,8,2021,3_39802
KGS,24,8,2021,0_874758
DKK,24,8,2021,11_6769
TJS,24,8,2021,6_49138
INR,24,8,2021,0_997564
EUR,23,8,2021,86_7838
CNY,23,8,2021,11_4119
KZT,23,8,2021,0_173926
RUB,23,8,2021,1
BYN,23,8,2021,29_4289
GBP,23,8,2021,101_1009
UZS,23,8,2021,0_00696075
UAH,23,8,2021,2_77559
TRY,23,8,2021,8_73911
MDL,23,8,2021,4_19277
HUF,23,8,2021,0_248059
CHF,23,8,2021,80_956
CZK,23,8,2021,3_39802
KGS,23,8,2021,0_874758
DKK,23,8,2021,11_6769
TJS,23,8,2021,6_49138
INR,23,8,2021,0_997564
EUR,22,8,2021,86_7838
CNY,22,8,2021,11_4119
KZT,22,8,2021,0_173926
RUB,22,8,2021,1
BYN,22,8,2021,29_4289
GBP,22,8,2021,101_1009
UZS,22,8,2021,0_00696075
UAH,22,8,2021,2_77559
TRY,22,8,2021,8_73911
MDL,22,8,2021,4_19277
HUF,22,8,2021,0_248059
CHF,22,8,2021,80_956
CZK,22,8,2021,3_39802
KGS,22,8,2021,0_874758
DKK,22,8,2021,11_6769
TJS,22,8,2021,6_49138
INR,22,8,2021,0_997564
EUR,21,8,2021,86_8646
CNY,21,8,2021,11_4403
KZT,21,8,2021,0_173992
RUB,21,8,2021,1
BYN,21,8,2021,29_5541
GBP,21,8,2021,101_321
UZS,21,8,2021,0_00699436
UAH,21,8,2021,2_78681
TRY,21,8,2021,8_70457
MDL,21,8,2021,4_21923
HUF,21,8,2021,0_247604
CHF,21,8,2021,81_0507
CZK,21,8,2021,3_40588
KGS,21,8,2021,0_878488
DKK,21,8,2021,11_6759
TJS,21,8,2021,6_51744
INR,21,8,2021,0_999248
EUR,20,8,2021,86_615
CNY,20,8,2021,11_4195
KZT,20,8,2021,0_173573
RUB,20,8,2021,1
BYN,20,8,2021,29_4446
GBP,20,8,2021,101_5414
UZS,20,8,2021,0_00696639
UAH,20,8,2021,2_78123
TRY,20,8,2021,8_69757
MDL,20,8,2021,4_20115
HUF,20,8,2021,0_246859
CHF,20,8,2021,80_9855
CZK,20,8,2021,3_39936
KGS,20,8,2021,0_876199
DKK,20,8,2021,11_6578
TJS,20,8,2021,6_49871
INR,20,8,2021,0_996671
