curr,d,m,y,rate
RUB,25,1,2020,1
BYN,25,1,2020,29_2587
GBP,25,1,2020,81_1104
UZS,25,1,2020,0_00645868
UAH,25,1,2020,2_55042
TRY,25,1,2020,10_4142
MDL,25,1,2020,3_4917
HUF,25,1,2020,0_203019
CHF,25,1,2020,63_7342
CZK,25,1,2020,2_71614
KGS,25,1,2020,0_884453
DKK,25,1,2020,9_13896
TJS,25,1,2020,6_37803
INR,25,1,2020,0_866907
EUR,24,1,2020,68_6856
CNY,24,1,2020,8_93909
KZT,24,1,2020,0_163904
RUB,24,1,2020,1
BYN,24,1,2020,29_3206
GBP,24,1,2020,81_3919
UZS,24,1,2020,0_00647419
UAH,24,1,2020,2_52477
TRY,24,1,2020,10_4671
MDL,24,1,2020,3_49168
HUF,24,1,2020,0_203778
CHF,24,1,2020,63_9797
CZK,24,1,2020,2_73095
KGS,24,1,2020,0_886831
DKK,24,1,2020,9_19053
TJS,24,1,2020,6_39334
INR,24,1,2020,0_869312
EUR,23,1,2020,68_5186
CNY,23,1,2020,8_95838
KZT,23,1,2020,0_163921
RUB,23,1,2020,1
BYN,23,1,2020,29_2264
GBP,23,1,2020,80_6752
UZS,23,1,2020,0_0064768
UAH,23,1,2020,2_54328
TRY,23,1,2020,10_4168
MDL,23,1,2020,3_49346
HUF,23,1,2020,0_204817
CHF,23,1,2020,63_6614
CZK,23,1,2020,2_72746
KGS,23,1,2020,0_885026
DKK,23,1,2020,9_16648
TJS,23,1,2020,6_37796
INR,23,1,2020,0_868258
EUR,22,1,2020,68_6222
CNY,22,1,2020,8_95518
KZT,22,1,2020,0_163998
RUB,22,1,2020,1
BYN,22,1,2020,29_1866
GBP,22,1,2020,80_4674
UZS,22,1,2020,0_00648649
UAH,22,1,2020,2_55099
TRY,22,1,2020,10_4274
MDL,22,1,2020,3_5145
HUF,22,1,2020,0_20451
CHF,22,1,2020,63_9
CZK,22,1,2020,2_73067
KGS,22,1,2020,0_885199
DKK,22,1,2020,9_18005
TJS,22,1,2020,6_38025
INR,22,1,2020,0_868448
EUR,21,1,2020,68_2082
CNY,21,1,2020,8_95866
KZT,21,1,2020,0_16342
RUB,21,1,2020,1
BYN,21,1,2020,28_9876
GBP,21,1,2020,79_7759
UZS,21,1,2020,0_00645306
UAH,21,1,2020,2_53339
TRY,21,1,2020,10_4187
MDL,21,1,2020,3_49235
HUF,21,1,2020,0_202776
CHF,21,1,2020,63_4776
CZK,21,1,2020,2_71047
KGS,21,1,2020,0_879872
DKK,21,1,2020,9_12613
TJS,21,1,2020,6_34069
INR,21,1,2020,0_864413
EUR,20,1,2020,68_2082
CNY,20,1,2020,8_95866
KZT,20,1,2020,0_16342
RUB,20,1,2020,1
BYN,20,1,2020,28_9876
GBP,20,1,2020,79_7759
UZS,20,1,2020,0_00645306
UAH,20,1,2020,2_53339
TRY,20,1,2020,10_4187
MDL,20,1,2020,3_49235
HUF,20,1,2020,0_202776
CHF,20,1,2020,63_4776
CZK,20,1,2020,2_71047
KGS,20,1,2020,0_879872
DKK,20,1,2020,9_12613
TJS,20,1,2020,6_34069
INR,20,1,2020,0_864413
EUR,19,1,2020,68_2082
CNY,19,1,2020,8_95866
KZT,19,1,2020,0_16342
RUB,19,1,2020,1
BYN,19,1,2020,28_9876
GBP,19,1,2020,79_7759
UZS,19,1,2020,0_00645306
UAH,19,1,2020,2_53339
TRY,19,1,2020,10_4187
MDL,19,1,2020,3_49235
HUF,19,1,2020,0_202776
CHF,19,1,2020,63_4776
CZK,19,1,2020,2_71047
KGS,19,1,2020,0_879872
DKK,19,1,2020,9_12613
TJS,19,1,2020,6_34069
INR,19,1,2020,0_864413
EUR,18,1,2020,68_5358
CNY,18,1,2020,8_97105
KZT,18,1,2020,0_163535
RUB,18,1,2020,1
BYN,18,1,2020,28_9814
GBP,18,1,2020,80_4917
UZS,18,1,2020,0_00644936
UAH,18,1,2020,2_54428
TRY,18,1,2020,10_4945
MDL,18,1,2020,3_50917
HUF,18,1,2020,0_204423
CHF,18,1,2020,63_7189
CZK,18,1,2020,2_72127
KGS,18,1,2020,0_880916
DKK,18,1,2020,9_16929
TJS,18,1,2020,6_34691
INR,18,1,2020,0_865843
EUR,17,1,2020,68_656
CNY,17,1,2020,8_94215
KZT,17,1,2020,0_163176
RUB,17,1,2020,1
BYN,17,1,2020,28_9725
GBP,17,1,2020,80_3111
UZS,17,1,2020,0_00644654
UAH,17,1,2020,2_55742
TRY,17,1,2020,10_4562
MDL,17,1,2020,3_52833
HUF,17,1,2020,0_206035
CHF,17,1,2020,63_9284
CZK,17,1,2020,2_73545
KGS,17,1,2020,0_882118
DKK,17,1,2020,9_19042
TJS,17,1,2020,6_35063
INR,17,1,2020,0_868502
EUR,16,1,2020,68_3747
CNY,16,1,2020,8_92024
KZT,16,1,2020,0_16206
RUB,16,1,2020,1
BYN,16,1,2020,28_9177
GBP,16,1,2020,79_9548
UZS,16,1,2020,0_00643225
UAH,16,1,2020,2_5651
TRY,16,1,2020,10_4155
MDL,16,1,2020,3_52556
HUF,16,1,2020,0_205002
CHF,16,1,2020,63_5293
CZK,16,1,2020,2_71694
KGS,16,1,2020,0_878622
DKK,16,1,2020,9_14451
TJS,16,1,2020,6_33981
INR,16,1,2020,0_867449
EUR,15,1,2020,68_4213
CNY,15,1,2020,8_91971
KZT,15,1,2020,0_161775
RUB,15,1,2020,1
BYN,15,1,2020,28_9593
GBP,15,1,2020,79_6662
UZS,15,1,2020,0_00643028
UAH,15,1,2020,2_55665
TRY,15,1,2020,10_4169
MDL,15,1,2020,3_52751
HUF,15,1,2020,0_205309
CHF,15,1,2020,63_3265
CZK,15,1,2020,2_71587
KGS,15,1,2020,0_879451
DKK,15,1,2020,9_15247
TJS,15,1,2020,6_33382
INR,15,1,2020,0_866188
EUR,14,1,2020,67_8162
CNY,14,1,2020,8_84
KZT,14,1,2020,0_161098
RUB,14,1,2020,1
BYN,14,1,2020,28_8413
GBP,14,1,2020,79_2072
UZS,14,1,2020,0_00638862
UAH,14,1,2020,2_54836
TRY,14,1,2020,10_3963
MDL,14,1,2020,3_50423
HUF,14,1,2020,0_202739
CHF,14,1,2020,62_6386
CZK,14,1,2020,2_68656
KGS,14,1,2020,0_874924
DKK,14,1,2020,9_07171
TJS,14,1,2020,6_28447
INR,14,1,2020,0_860426
EUR,13,1,2020,67_8162
CNY,13,1,2020,8_84
KZT,13,1,2020,0_161098
RUB,13,1,2020,1
BYN,13,1,2020,28_8413
GBP,13,1,2020,79_2072
UZS,13,1,2020,0_00638862
UAH,13,1,2020,2_54836
TRY,13,1,2020,10_3963
MDL,13,1,2020,3_50423
HUF,13,1,2020,0_202739
CHF,13,1,2020,62_6386
CZK,13,1,2020,2_68656
KGS,13,1,2020,0_874924
DKK,13,1,2020,9_07171
TJS,13,1,2020,6_28447
INR,13,1,2020,0_860426
EUR,12,1,2020,67_8162
CNY,12,1,2020,8_84
KZT,12,1,2020,0_161098
RUB,12,1,2020,1
BYN,12,1,2020,28_8413
GBP,12,1,2020,79_2072
UZS,12,1,2020,0_00638862
UAH,12,1,2020,2_54836
TRY,12,1,2020,10_3963
MDL,12,1,2020,3_50423
HUF,12,1,2020,0_202739
CHF,12,1,2020,62_6386
CZK,12,1,2020,2_68656
KGS,12,1,2020,0_874924
DKK,12,1,2020,9_07171
TJS,12,1,2020,6_28447
INR,12,1,2020,0_860426
EUR,11,1,2020,68_045
CNY,11,1,2020,8_83978
KZT,11,1,2020,0_162192
RUB,11,1,2020,1
BYN,11,1,2020,28_88
GBP,11,1,2020,80_071
UZS,11,1,2020,0_00644341
UAH,11,1,2020,2_5513
TRY,11,1,2020,10_3959
MDL,11,1,2020,3_52695
HUF,11,1,2020,0_20432
CHF,11,1,2020,62_9115
CZK,11,1,2020,2_69431
KGS,11,1,2020,0_879458
DKK,11,1,2020,9_10097
TJS,11,1,2020,6_31697
INR,11,1,2020,0_862042
EUR,10,1,2020,68_0555
CNY,10,1,2020,8_83493
KZT,10,1,2020,0_162524
RUB,10,1,2020,1
BYN,10,1,2020,28_903
GBP,10,1,2020,80_2533
UZS,10,1,2020,0_00640188
UAH,10,1,2020,2_53439
TRY,10,1,2020,10_3947
MDL,10,1,2020,3_53954
HUF,10,1,2020,0_205566
CHF,10,1,2020,62_8686
CZK,10,1,2020,2_69445
KGS,10,1,2020,0_879036
DKK,10,1,2020,9_10502
TJS,10,1,2020,6_3193
INR,10,1,2020,0_85645
EUR,9,1,2020,68_0555
CNY,9,1,2020,8_83493
KZT,9,1,2020,0_162524
RUB,9,1,2020,1
BYN,9,1,2020,28_903
GBP,9,1,2020,80_2533
UZS,9,1,2020,0_00640188
UAH,9,1,2020,2_53439
TRY,9,1,2020,10_3947
MDL,9,1,2020,3_53954
HUF,9,1,2020,0_205566
CHF,9,1,2020,62_8686
CZK,9,1,2020,2_69445
KGS,9,1,2020,0_879036
DKK,9,1,2020,9_10502
TJS,9,1,2020,6_3193
INR,9,1,2020,0_85645
EUR,8,1,2020,68_0555
CNY,8,1,2020,8_83493
KZT,8,1,2020,0_162524
RUB,8,1,2020,1
BYN,8,1,2020,28_903
GBP,8,1,2020,80_2533
UZS,8,1,2020,0_00640188
UAH,8,1,2020,2_53439
TRY,8,1,2020,10_3947
MDL,8,1,2020,3_53954
HUF,8,1,2020,0_205566
CHF,8,1,2020,62_8686
CZK,8,1,2020,2_69445
KGS,8,1,2020,0_879036
DKK,8,1,2020,9_10502
TJS,8,1,2020,6_3193
INR,8,1,2020,0_85645
EUR,7,1,2020,68_0555
CNY,7,1,2020,8_83493
KZT,7,1,2020,0_162524
RUB,7,1,2020,1
BYN,7,1,2020,28_903
GBP,7,1,2020,80_2533
UZS,7,1,2020,0_00640188
UAH,7,1,2020,2_53439
TRY,7,1,2020,10_3947
MDL,7,1,2020,3_53954
HUF,7,1,2020,0_205566
CHF,7,1,2020,62_8686
CZK,7,1,2020,2_69445
KGS,7,1,2020,0_879036
DKK,7,1,2020,9_10502
TJS,7,1,2020,6_3193
INR,7,1,2020,0_85645
EUR,6,1,2020,68_0555
CNY,6,1,2020,8_83493
KZT,6,1,2020,0_162524
RUB,6,1,2020,1
BYN,6,1,2020,28_903
GBP,6,1,2020,80_2533
UZS,6,1,2020,0_00640188
UAH,6,1,2020,2_53439
TRY,6,1,2020,10_3947
MDL,6,1,2020,3_53954
HUF,6,1,2020,0_205566
CHF,6,1,2020,62_8686
CZK,6,1,2020,2_69445
KGS,6,1,2020,0_879036
DKK,6,1,2020,9_10502
TJS,6,1,2020,6_3193
INR,6,1,2020,0_85645
EUR,5,1,2020,68_0555
CNY,5,1,2020,8_83493
KZT,5,1,2020,0_162524
RUB,5,1,2020,1
BYN,5,1,2020,28_903
GBP,5,1,2020,80_2533
UZS,5,1,2020,0_00640188
UAH,5,1,2020,2_53439
TRY,5,1,2020,10_3947
MDL,5,1,2020,3_53954
HUF,5,1,2020,0_205566
CHF,5,1,2020,62_8686
CZK,5,1,2020,2_69445
KGS,5,1,2020,0_879036
DKK,5,1,2020,9_10502
TJS,5,1,2020,6_3193
INR,5,1,2020,0_85645
EUR,4,1,2020,68_0555
CNY,4,1,2020,8_83493
KZT,4,1,2020,0_162524
RUB,4,1,2020,1
BYN,4,1,2020,28_903
GBP,4,1,2020,80_2533
UZS,4,1,2020,0_00640188
UAH,4,1,2020,2_53439
TRY,4,1,2020,10_3947
MDL,4,1,2020,3_53954
HUF,4,1,2020,0_205566
CHF,4,1,2020,62_8686
CZK,4,1,2020,2_69445
KGS,4,1,2020,0_879036
DKK,4,1,2020,9_10502
TJS,4,1,2020,6_3193
INR,4,1,2020,0_85645
EUR,3,1,2020,68_0555
CNY,3,1,2020,8_83493
KZT,3,1,2020,0_162524
RUB,3,1,2020,1
BYN,3,1,2020,28_903
GBP,3,1,2020,80_2533
UZS,3,1,2020,0_00640188
UAH,3,1,2020,2_53439
TRY,3,1,2020,10_3947
MDL,3,1,2020,3_53954
HUF,3,1,2020,0_205566
CHF,3,1,2020,62_8686
CZK,3,1,2020,2_69445
KGS,3,1,2020,0_879036
DKK,3,1,2020,9_10502
TJS,3,1,2020,6_3193
INR,3,1,2020,0_85645
EUR,2,1,2020,68_0555
CNY,2,1,2020,8_83493
KZT,2,1,2020,0_162524
RUB,2,1,2020,1
BYN,2,1,2020,28_903
GBP,2,1,2020,80_2533
UZS,2,1,2020,0_00640188
UAH,2,1,2020,2_53439
TRY,2,1,2020,10_3947
MDL,2,1,2020,3_53954
HUF,2,1,2020,0_205566
CHF,2,1,2020,62_8686
CZK,2,1,2020,2_69445
KGS,2,1,2020,0_879036
DKK,2,1,2020,9_10502
TJS,2,1,2020,6_3193
INR,2,1,2020,0_85645
EUR,1,1,2020,69_3777
CNY,1,1,2020,8_88696
KZT,1,1,2020,0_161665
RUB,1,1,2020,1
BYN,1,1,2020,29_3545
GBP,1,1,2020,81_3069
UZS,1,1,2020,0_00651121
UAH,1,1,2020,2_61205
TRY,1,1,2020,10_4148
MDL,1,1,2020,3_59917
HUF,1,1,2020,0_209637
CHF,1,1,2020,63_8994
CZK,1,1,2020,2_73019
KGS,1,1,2020,0_886979
DKK,1,1,2020,9_28776
TJS,1,1,2020,6_3898
INR,1,1,2020,0_868255
EUR,31,12,2019,69_3406
CNY,31,12,2019,8_85937
KZT,31,12,2019,0_162174
RUB,31,12,2019,1
BYN,31,12,2019,29_4257
GBP,31,12,2019,81_146
UZS,31,12,2019,0_00649929
UAH,31,12,2019,2_61205
TRY,31,12,2019,10_4087
MDL,31,12,2019,3_59917
HUF,31,12,2019,0_209243
CHF,31,12,2019,63_6039
CZK,31,12,2019,2_72221
KGS,31,12,2019,0_886304
DKK,31,12,2019,9_28094
TJS,31,12,2019,6_38862
INR,31,12,2019,0_866925
EUR,30,12,2019,69_3406
CNY,30,12,2019,8_85937
KZT,30,12,2019,0_162174
RUB,30,12,2019,1
BYN,30,12,2019,29_4257
GBP,30,12,2019,81_146
UZS,30,12,2019,0_00649929
UAH,30,12,2019,2_61205
TRY,30,12,2019,10_4087
MDL,30,12,2019,3_59917
HUF,30,12,2019,0_209243
CHF,30,12,2019,63_6039
CZK,30,12,2019,2_72221
KGS,30,12,2019,0_886304
DKK,30,12,2019,9_28094
TJS,30,12,2019,6_38862
INR,30,12,2019,0_866925
EUR,29,12,2019,69_3406
CNY,29,12,2019,8_85937
KZT,29,12,2019,0_162174
RUB,29,12,2019,1
BYN,29,12,2019,29_4257
GBP,29,12,2019,81_146
UZS,29,12,2019,0_00649929
UAH,29,12,2019,2_61205
TRY,29,12,2019,10_4087
MDL,29,12,2019,3_59917
HUF,29,12,2019,0_209243
CHF,29,12,2019,63_6039
CZK,29,12,2019,2_72221
KGS,29,12,2019,0_886304
DKK,29,12,2019,9_28094
TJS,29,12,2019,6_38862
INR,29,12,2019,0_866925
EUR,28,12,2019,69_0349
CNY,28,12,2019,8_8624
KZT,28,12,2019,0_162973
RUB,28,12,2019,1
BYN,28,12,2019,29_4855
GBP,28,12,2019,80_827
UZS,28,12,2019,0_0065184
UAH,28,12,2019,2_63264
TRY,28,12,2019,10_4469
MDL,28,12,2019,3_60648
HUF,28,12,2019,0_208734
CHF,28,12,2019,63_4334
CZK,28,12,2019,2_7104
KGS,28,12,2019,0_887471
DKK,28,12,2019,9_25167
TJS,28,12,2019,6_39797
INR,28,12,2019,0_869885
EUR,27,12,2019,68_5003
CNY,27,12,2019,8_82558
KZT,27,12,2019,0_163115
RUB,27,12,2019,1
BYN,27,12,2019,29_4272
GBP,27,12,2019,80_2114
UZS,27,12,2019,0_00648479
UAH,27,12,2019,2_65154
TRY,27,12,2019,10_4007
MDL,27,12,2019,3_58073
HUF,27,12,2019,0_206291
CHF,27,12,2019,63_0217
CZK,27,12,2019,2_69152
KGS,27,12,2019,0_883025
DKK,27,12,2019,9_174
TJS,27,12,2019,6_37108
INR,27,12,2019,0_866743
EUR,26,12,2019,68_4065
CNY,26,12,2019,8_83847
KZT,26,12,2019,0_163023
RUB,26,12,2019,1
BYN,26,12,2019,29_5988
GBP,26,12,2019,80_1079
UZS,26,12,2019,0_00647941
UAH,26,12,2019,2_65504
TRY,26,12,2019,10_3882
MDL,26,12,2019,3_56742
HUF,26,12,2019,0_206044
CHF,26,12,2019,62_9438
CZK,26,12,2019,2_68759
KGS,26,12,2019,0_882293
DKK,26,12,2019,9_15945
TJS,26,12,2019,6_36593
INR,26,12,2019,0_865831
EUR,25,12,2019,68_9062
CNY,25,12,2019,8_87116
KZT,25,12,2019,0_163201
RUB,25,12,2019,1
BYN,25,12,2019,29_6642
GBP,25,12,2019,80_4072
UZS,25,12,2019,0_00652675
UAH,25,12,2019,2_67284
TRY,25,12,2019,10_4525
MDL,25,12,2019,3_59349
HUF,25,12,2019,0_208015
CHF,25,12,2019,63_3004
CZK,25,12,2019,2_70599
KGS,25,12,2019,0_888739
DKK,25,12,2019,9_22514
TJS,25,12,2019,6_4131
INR,25,12,2019,0_873283
EUR,24,12,2019,68_9978
CNY,24,12,2019,8_87636
KZT,24,12,2019,0_162734
RUB,24,12,2019,1
BYN,24,12,2019,29_7136
GBP,24,12,2019,81_068
UZS,24,12,2019,0_00653042
UAH,24,12,2019,2_67471
TRY,24,12,2019,10_4932
MDL,24,12,2019,3_59826
HUF,24,12,2019,0_208637
CHF,24,12,2019,63_4685
CZK,24,12,2019,2_71147
KGS,24,12,2019,0_889383
DKK,24,12,2019,9_23411
TJS,24,12,2019,6_42288
INR,24,12,2019,0_874485
EUR,23,12,2019,68_9978
CNY,23,12,2019,8_87636
KZT,23,12,2019,0_162734
RUB,23,12,2019,1
BYN,23,12,2019,29_7136
GBP,23,12,2019,81_068
UZS,23,12,2019,0_00653042
UAH,23,12,2019,2_67471
TRY,23,12,2019,10_4932
MDL,23,12,2019,3_59826
HUF,23,12,2019,0_208637
CHF,23,12,2019,63_4685
CZK,23,12,2019,2_71147
KGS,23,12,2019,0_889383
DKK,23,12,2019,9_23411
TJS,23,12,2019,6_42288
INR,23,12,2019,0_874485
EUR,22,12,2019,68_9978
CNY,22,12,2019,8_87636
KZT,22,12,2019,0_162734
RUB,22,12,2019,1
BYN,22,12,2019,29_7136
GBP,22,12,2019,81_068
UZS,22,12,2019,0_00653042
UAH,22,12,2019,2_67471
TRY,22,12,2019,10_4932
MDL,22,12,2019,3_59826
HUF,22,12,2019,0_208637
CHF,22,12,2019,63_4685
CZK,22,12,2019,2_71147
KGS,22,12,2019,0_889383
DKK,22,12,2019,9_23411
TJS,22,12,2019,6_42288
INR,22,12,2019,0_874485
EUR,21,12,2019,69_378
CNY,21,12,2019,8_9003
KZT,21,12,2019,0_162783
RUB,21,12,2019,1
BYN,21,12,2019,29_7219
GBP,21,12,2019,81_2977
UZS,21,12,2019,0_00655193
UAH,21,12,2019,2_6736
TRY,21,12,2019,10_5498
MDL,21,12,2019,3_60735
HUF,21,12,2019,0_210167
CHF,21,12,2019,63_7262
CZK,21,12,2019,2_73015
KGS,21,12,2019,0_891657
DKK,21,12,2019,9_2912
TJS,21,12,2019,6_44635
INR,21,12,2019,0_876732
EUR,20,12,2019,69_5877
CNY,20,12,2019,8_9228
KZT,20,12,2019,0_162718
RUB,20,12,2019,1
BYN,20,12,2019,29_7258
GBP,20,12,2019,82_0184
UZS,20,12,2019,0_00655955
UAH,20,12,2019,2_67479
TRY,20,12,2019,10_5277
MDL,20,12,2019,3_61958
HUF,20,12,2019,0_210126
CHF,20,12,2019,63_7849
CZK,20,12,2019,2_72877
KGS,20,12,2019,0_893389
DKK,20,12,2019,9_31035
TJS,20,12,2019,6_45954
INR,20,12,2019,0_879751
EUR,19,12,2019,69_6925
CNY,19,12,2019,8_9407
KZT,19,12,2019,0_162712
RUB,19,12,2019,1
BYN,19,12,2019,29_725
GBP,19,12,2019,82_0715
UZS,19,12,2019,0_0065704
UAH,19,12,2019,2_67344
TRY,19,12,2019,10_6118
MDL,19,12,2019,3_63222
HUF,19,12,2019,0_210774
CHF,19,12,2019,63_7692
CZK,19,12,2019,2_73887
KGS,19,12,2019,0_894185
DKK,19,12,2019,9_32545
TJS,19,12,2019,6_46453
INR,19,12,2019,0_880491
EUR,18,12,2019,69_6801
CNY,18,12,2019,8_92978
KZT,18,12,2019,0_162538
RUB,18,12,2019,1
BYN,18,12,2019,29_7434
GBP,18,12,2019,82_493
UZS,18,12,2019,0_00656007
UAH,18,12,2019,2_66294
TRY,18,12,2019,10_6614
MDL,18,12,2019,3_62929
HUF,18,12,2019,0_211141
CHF,18,12,2019,63_5882
CZK,18,12,2019,2_73247
KGS,18,12,2019,0_89347
DKK,18,12,2019,9_31501
TJS,18,12,2019,6_45931
INR,18,12,2019,0_881828
EUR,17,12,2019,69_9431
CNY,17,12,2019,8_96259
KZT,17,12,2019,0_163152
RUB,17,12,2019,1
BYN,17,12,2019,29_8401
GBP,17,12,2019,83_9969
UZS,17,12,2019,0_00658124
UAH,17,12,2019,2_6741
TRY,17,12,2019,10_7414
MDL,17,12,2019,3_63876
HUF,17,12,2019,0_212339
CHF,17,12,2019,63_8217
CZK,17,12,2019,2_7435
KGS,17,12,2019,0_896717
DKK,17,12,2019,9_36062
TJS,17,12,2019,6_48369
INR,17,12,2019,0_88543
EUR,16,12,2019,69_9431
CNY,16,12,2019,8_96259
KZT,16,12,2019,0_163152
RUB,16,12,2019,1
BYN,16,12,2019,29_8401
GBP,16,12,2019,83_9969
UZS,16,12,2019,0_00658124
UAH,16,12,2019,2_6741
TRY,16,12,2019,10_7414
MDL,16,12,2019,3_63876
HUF,16,12,2019,0_212339
CHF,16,12,2019,63_8217
CZK,16,12,2019,2_7435
KGS,16,12,2019,0_896717
DKK,16,12,2019,9_36062
TJS,16,12,2019,6_48369
INR,16,12,2019,0_88543
EUR,15,12,2019,69_9431
CNY,15,12,2019,8_96259
KZT,15,12,2019,0_163152
RUB,15,12,2019,1
BYN,15,12,2019,29_8401
GBP,15,12,2019,83_9969
UZS,15,12,2019,0_00658124
UAH,15,12,2019,2_6741
TRY,15,12,2019,10_7414
MDL,15,12,2019,3_63876
HUF,15,12,2019,0_212339
CHF,15,12,2019,63_8217
CZK,15,12,2019,2_7435
KGS,15,12,2019,0_896717
DKK,15,12,2019,9_36062
TJS,15,12,2019,6_48369
INR,15,12,2019,0_88543
EUR,14,12,2019,69_8608
CNY,14,12,2019,8_95605
KZT,14,12,2019,0_162637
RUB,14,12,2019,1
BYN,14,12,2019,29_7736
GBP,14,12,2019,83_8542
UZS,14,12,2019,0_00656739
UAH,14,12,2019,2_66246
TRY,14,12,2019,10_816
MDL,14,12,2019,3_61586
HUF,14,12,2019,0_212506
CHF,14,12,2019,63_6427
CZK,14,12,2019,2_74025
KGS,14,12,2019,0_893634
DKK,14,12,2019,9_35337
TJS,14,12,2019,6_46156
INR,14,12,2019,0_884836
EUR,13,12,2019,70_4271
CNY,13,12,2019,8_98973
KZT,13,12,2019,0_164361
RUB,13,12,2019,1
BYN,13,12,2019,29_9946
GBP,13,12,2019,83_4959
UZS,13,12,2019,0_00662917
UAH,13,12,2019,2_6819
TRY,13,12,2019,10_9027
MDL,13,12,2019,3_64939
HUF,13,12,2019,0_213362
CHF,13,12,2019,64_3846
CZK,13,12,2019,2_75902
KGS,13,12,2019,0_903224
DKK,13,12,2019,9_42064
TJS,13,12,2019,6_52147
INR,13,12,2019,0_894864
EUR,12,12,2019,70_4558
CNY,12,12,2019,9_03057
KZT,12,12,2019,0_164538
RUB,12,12,2019,1
BYN,12,12,2019,30_0702
GBP,12,12,2019,83_3913
UZS,12,12,2019,0_00667352
UAH,12,12,2019,2_69318
TRY,12,12,2019,10_9448
MDL,12,12,2019,3_66371
HUF,12,12,2019,0_213213
CHF,12,12,2019,64_5071
CZK,12,12,2019,2_75891
KGS,12,12,2019,0_908091
DKK,12,12,2019,9_42588
TJS,12,12,2019,6_55718
INR,12,12,2019,0_896942
EUR,11,12,2019,70_3881
CNY,11,12,2019,9_03339
KZT,11,12,2019,0_164573
RUB,11,12,2019,1
BYN,11,12,2019,30_1079
GBP,11,12,2019,83_5489
UZS,11,12,2019,0_00667494
UAH,11,12,2019,2_67954
TRY,11,12,2019,10_9394
MDL,11,12,2019,3_66448
HUF,11,12,2019,0_212187
CHF,11,12,2019,64_4162
CZK,11,12,2019,2_7583
KGS,11,12,2019,0_908269
DKK,11,12,2019,9_42048
TJS,11,12,2019,6_56602
INR,11,12,2019,0_89668
EUR,10,12,2019,70_5047
CNY,10,12,2019,9_05099
KZT,10,12,2019,0_165185
RUB,10,12,2019,1
BYN,10,12,2019,30_1198
GBP,10,12,2019,83_8804
UZS,10,12,2019,0_00670009
UAH,10,12,2019,2_69231
TRY,10,12,2019,10_9856
MDL,10,12,2019,3_6697
HUF,10,12,2019,0_212638
CHF,10,12,2019,64_3356
CZK,10,12,2019,2_76114
KGS,10,12,2019,0_910362
DKK,10,12,2019,9_43688
TJS,10,12,2019,6_58242
INR,10,12,2019,0_896015
EUR,9,12,2019,70_5047
CNY,9,12,2019,9_05099
KZT,9,12,2019,0_165185
RUB,9,12,2019,1
BYN,9,12,2019,30_1198
GBP,9,12,2019,83_8804
UZS,9,12,2019,0_00670009
UAH,9,12,2019,2_69231
TRY,9,12,2019,10_9856
MDL,9,12,2019,3_6697
HUF,9,12,2019,0_212638
CHF,9,12,2019,64_3356
CZK,9,12,2019,2_76114
KGS,9,12,2019,0_910362
DKK,9,12,2019,9_43688
TJS,9,12,2019,6_58242
INR,9,12,2019,0_896015
EUR,8,12,2019,70_5047
CNY,8,12,2019,9_05099
KZT,8,12,2019,0_165185
RUB,8,12,2019,1
BYN,8,12,2019,30_1198
GBP,8,12,2019,83_8804
UZS,8,12,2019,0_00670009
UAH,8,12,2019,2_69231
TRY,8,12,2019,10_9856
MDL,8,12,2019,3_6697
HUF,8,12,2019,0_212638
CHF,8,12,2019,64_3356
CZK,8,12,2019,2_76114
KGS,8,12,2019,0_910362
DKK,8,12,2019,9_43688
TJS,8,12,2019,6_58242
INR,8,12,2019,0_896015
EUR,7,12,2019,70_7594
CNY,7,12,2019,9_05839
KZT,7,12,2019,0_165513
RUB,7,12,2019,1
BYN,7,12,2019,30_1384
GBP,7,12,2019,83_7006
UZS,7,12,2019,0_00669946
UAH,7,12,2019,2_67922
TRY,7,12,2019,11_0707
MDL,7,12,2019,3_65988
HUF,7,12,2019,0_21405
CHF,7,12,2019,64_5708
CZK,7,12,2019,2_77133
KGS,7,12,2019,0_910264
DKK,7,12,2019,9_47163
TJS,7,12,2019,6_58249
INR,7,12,2019,0_892197
EUR,6,12,2019,70_7245
CNY,6,12,2019,9_06081
KZT,6,12,2019,0_165416
RUB,6,12,2019,1
BYN,6,12,2019,30_1377
GBP,6,12,2019,83_8701
UZS,6,12,2019,0_00669958
UAH,6,12,2019,2_66929
TRY,6,12,2019,11_1005
MDL,6,12,2019,3_65693
HUF,6,12,2019,0_213609
CHF,6,12,2019,64_5363
CZK,6,12,2019,2_77101
KGS,6,12,2019,0_911621
DKK,6,12,2019,9_4683
TJS,6,12,2019,6_5821
INR,6,12,2019,0_892934
EUR,5,12,2019,71_1086
CNY,5,12,2019,9_08002
KZT,5,12,2019,0_165653
RUB,5,12,2019,1
BYN,5,12,2019,30_302
GBP,5,12,2019,83_6972
UZS,5,12,2019,0_00674955
UAH,5,12,2019,2_68301
TRY,5,12,2019,11_1674
MDL,5,12,2019,3_66932
HUF,5,12,2019,0_214379
CHF,5,12,2019,65_0997
CZK,5,12,2019,2_78793
KGS,5,12,2019,0_917069
DKK,5,12,2019,9_5229
TJS,5,12,2019,6_62184
INR,5,12,2019,0_895512
EUR,4,12,2019,71_0608
CNY,4,12,2019,9_10215
KZT,4,12,2019,0_165619
RUB,4,12,2019,1
BYN,4,12,2019,30_4097
